AGI_identifier	gene_name	gene_annotation
AT1G49180	AT1G49180	NA
AT1G49190	AT1G49190:ARR19	ARR19:response regulator 19;RR19:response regulator 19
AT1G49200	AT1G49200:ATL75	NA
AT1G49210	AT1G49210:ATL76	NA
AT1G49220	AT1G49220:ATL10	NA
AT1G49230	AT1G49230:ATL78	AtATL78;ATL78:Arabidopsis T?xicos en Levadura 78
AT1G49240	AT1G49240:ACT8	ACT8:actin 8;FIZ1:FRIZZY AND KINKED SHOOTS
AT1G49245	AT1G49245	NA
AT1G49250	AT1G49250	NA
AT1G49260	AT1G49260	NA
AT1G49270	AT1G49270:PERK7	AtPERK7:proline-rich extensin-like receptor kinase 7;PERK7:proline-rich extensin-like receptor kinase 7
AT1G49290	AT1G49290	NA
AT1G49300	AT1G49300:RABG3E	ATRAB7:ARABIDOPSIS RAB GTPASE HOMOLOG  7;ATRABG3E:ARABIDOPSIS RAB GTPASE HOMOLOG  G3E;RABG3E:RAB GTPase homolog  G3E
AT1G49310	AT1G49310	NA
AT1G49320	AT1G49320:ATUSPL1	ATUSPL1:unknown seed protein like 1;USPL1:unknown seed protein like 1
AT1G49330	AT1G49330	NA
AT1G49340	AT1G49340:PI4KA1	ATPI4K ALPHA
AT1G49350	AT1G49350	NA
AT1G49360	AT1G49360	NA
AT1G49380	AT1G49380:CCS1	NA
AT1G49390	AT1G49390	NA
AT1G49400	AT1G49400:emb1129	emb1129:embryo defective 1129
AT1G49405	AT1G49405	NA
AT1G49410	AT1G49410:TOM6	TOM6:translocase of the outer mitochondrial membrane 6
AT1G49420	AT1G49420	NA
AT1G49430	AT1G49430:LACS2	LACS2:long-chain acyl-CoA synthetase 2;LRD2:LATERAL ROOT DEVELOPMENT 2
AT1G49435	AT1G49435:LCR16	LCR16:low-molecular-weight cysteine-rich 16
AT1G49450	AT1G49450	NA
AT1G49470	AT1G49470	NA
AT1G49475	AT1G49475	NA
AT1G49480	AT1G49480:REM19	RTV1:related to vernalization1 1
AT1G49490	AT1G49490:PEX2	NA
AT1G49500	AT1G49500	NA
AT1G49510	AT1G49510:emb1273	emb1273:embryo defective 1273
AT1G49520	AT1G49520	NA
AT1G49530	AT1G49530:GGPP6	GGPS6:geranylgeranyl pyrophosphate synthase 6
AT1G49540	AT1G49540:ELP2	AtELP2:Elongator subunit 2;ELP2:elongator protein 2
AT1G49560	AT1G49560	NA
AT1G49570	AT1G49570:PER10	NA
AT1G49580	AT1G49580:CRK8	NA
AT1G49590	AT1G49590	ZOP1:Zinc-finger and OCRE domain-containing Protein 1
AT1G49600	AT1G49600:RBP47A	ATRBP47A:RNA-binding protein 47A;RBP47A:RNA-binding protein 47A
AT1G49610	AT1G49610	NA
AT1G49620	AT1G49620:KRP7	AtKRP7;ICK5;ICN6;KRP7:KIP-RELATED PROTEIN 7
AT1G49630	AT1G49630:PREP2	ATPREP2:presequence protease 2;PREP2:presequence protease 2
AT1G49640	AT1G49640:CXE3	NA
AT1G49650	AT1G49650:CXE4	NA
AT1G49660	AT1G49660:CXE5	AtCXE5:carboxyesterase 5;CXE5:carboxyesterase 5
AT1G49670	AT1G49670:NQR	NQR
AT1G49680	AT1G49680	NA
AT1G49700	AT1G49700	NA
AT1G49710	AT1G49710:FUT12	ATFUT12;FUCT2;FUCTB;FUT12:fucosyltransferase 12
AT1G49715	AT1G49715	NA
AT1G49720	AT1G49720:ABF1	ABF1:abscisic acid responsive element-binding factor 1;AtABF1
AT1G49730	AT1G49730	NA
AT1G49740	AT1G49740	NA
AT1G49750	AT1G49750	NA
AT1G49760	AT1G49760:PAB8	PAB8:poly(A) binding protein 8;PABP8:POLY(A) BINDING PROTEIN 8
AT1G49770	AT1G49770:BHLH95	RGE1:RETARDED GROWTH OF EMBRYO 1;ZOU:ZHOUPI
AT1G49780	AT1G49780:PUB26	PUB26:plant U-box 26
AT1G49790	AT1G49790	NA
AT1G49800	AT1G49800	NA
AT1G49810	AT1G49810:ATNHD2	ATNHD2:Na+/H+ antiporter 2;NHD2:Na+/H+ antiporter 2;NHD2:SODIUM:HYDROGEN ANTIPORTER 2
AT1G49820	AT1G49820:MTK	ATMTK:S-methyl-5-thioribose kinase;MTK:S-methyl-5-thioribose kinase;MTK1:5-methylthioribose kinase 1
AT1G49830	AT1G49830	NA
AT1G49840	AT1G49840	NA
AT1G49850	AT1G49850	NA
AT1G49860	AT1G49860:GSTF14	ATGSTF14:glutathione S-transferase (class phi) 14;GSTF14:glutathione S-transferase (class phi) 14
AT1G49870	AT1G49870	NA
AT1G49880	AT1G49880:ERV1	AtErv1;EMB3106:EMBRYO DEFECTIVE 3106;Erv1:Erv1
AT1G49890	AT1G49890:QWRF2	QWRF2:QWRF domain containing 2
AT1G49900	AT1G49900	NA
AT1G49910	AT1G49910:BUB3.2	BUB3.2:BUB (BUDDING UNINHIBITED BY BENZYMIDAZOL) 3.2
AT1G49920	AT1G49920	NA
AT1G49930	AT1G49930	NA
AT1G49938	AT1G49938	NA
AT1G49940	AT1G49940	NA
AT1G49950	AT1G49950:TRB1	ATTRB1:TELOMERE REPEAT BINDING FACTOR 1;TRB1:telomere repeat binding factor 1
AT1G49960	AT1G49960:NAT4	NA
AT1G49970	AT1G49970:CLPR1	CLPR1:CLP protease proteolytic subunit 1;NCLPP5:NUCLEAR CLPP 5;SVR2:SUPPRESSOR OF VARIEGATION 2
AT1G49975	AT1G49975	NA
AT1G49980	AT1G49980	NA
AT1G49990	AT1G49990	NA
AT1G50000	AT1G50000	NA
AT1G50010	AT1G50010:TUBA4	TUA2:tubulin alpha-2 chain
AT1G50020	AT1G50020	NA
AT1G50030	AT1G50030:TOR	TOR:target of rapamycin
AT1G50040	AT1G50040	NA
AT1G50050	AT1G50050	NA
AT1G50060	AT1G50060	NA
AT1G50080	AT1G50080	NA
AT1G50090	AT1G50090:BCAT7	AtBCAT7;BCAT7:branched-chain amino acid transaminase 7
AT1G50110	AT1G50110:BCAT6	NA
AT1G50120	AT1G50120	NA
AT1G50140	AT1G50140	NA
AT1G50160	AT1G50160	NA
AT1G50170	AT1G50170:ATSIRB	ATSIRB:sirohydrochlorin ferrochelatase B;SIRB:sirohydrochlorin ferrochelatase B
AT1G50180	AT1G50180	NA
AT1G50190	AT1G50190	NA
AT1G50200	AT1G50200:ALATS	ACD;ALATS:Alanyl-tRNA synthetase
AT1G50220	AT1G50220	NA
AT1G50240	AT1G50240:TIO	FU:FUSED
AT1G50250	AT1G50250:FTSH1	FTSH1:FTSH protease 1
AT1G50260	AT1G50260:NTMC2T5.1	NTMC2T5.1:N-terminal-transmembrane-C2 domain type 5.1;NTMC2TYPE5.1
AT1G50270	AT1G50270:PCMP-E42	NA
AT1G50280	AT1G50280	NA
AT1G50290	AT1G50290	NA
AT1G50300	AT1G50300:TAF15	TAF15:TBP-associated factor 15
AT1G50310	AT1G50310:STP9	ATSTP9:SUGAR TRANSPORTER 9;STP9:sugar transporter 9
AT1G50320	AT1G50320:ATHX	ATHX:thioredoxin X;ATX:THIOREDOXIN X;THX:thioredoxin X
AT1G50325	AT1G50325	NA
AT1G50340	AT1G50340	NA
AT1G50350	AT1G50350	NA
AT1G50360	AT1G50360:VIII-A	ATVIIIA:MYOSIN VIII A;VIIIA
AT1G50370	AT1G50370:FYPP1	AtFYPP1;FYPP1:flower- specific, phytochrome-associated protein phosphatase 1
AT1G50380	AT1G50380	NA
AT1G50390	AT1G50390	NA
AT1G50400	AT1G50400:TOM40-2	NA
AT1G50410	AT1G50410	NA
AT1G50420	AT1G50420:SCL3	SCL-3:SCARECROW-LIKE 3;SCL3:scarecrow-like 3
AT1G50430	AT1G50430:DWF5	7RED:DELTA5,7-STEROL DELTA7 REDUCTASE;DWF5:DWARF 5;LE:LEPIDA;PA:PARVA;ST7R:STEROL DELTA7 REDUCTASE
AT1G50440	AT1G50440	NA
AT1G50450	AT1G50450	NA
AT1G50460	AT1G50460:HKL1	ATHKL1;HKL1:hexokinase-like 1
AT1G50470	AT1G50470	NA
AT1G50480	AT1G50480:THFS	THFS:10-formyltetrahydrofolate synthetase
AT1G50490	AT1G50490:UBC20	UBC20:ubiquitin-conjugating enzyme 20
AT1G50500	AT1G50500:VPS53	ATVPS53:ARABIDOPSIS THALIANA VPS53 HOMOLOG;HIT1:HEAT-INTOLERANT 1;VPS53
AT1G50510	AT1G50510	NA
AT1G50520	AT1G50520:CYP705A27	"CYP705A27:""cytochrome P450, family 705, subfamily A, polypeptide 27"""
AT1G50530	AT1G50530	NA
AT1G50560	AT1G50560:CYP705A25	"CYP705A25:""cytochrome P450, family 705, subfamily A, polypeptide 25"""
AT1G50570	AT1G50570	NA
AT1G50575	AT1G50575	NA
AT1G50580	AT1G50580:UGT79B5	NA
AT1G50590	AT1G50590	NA
AT1G50600	AT1G50600:SCL5	SCL5:scarecrow-like 5
AT1G50603	AT1G50603	NA
AT1G50610	AT1G50610:PRK5	PRK5:pollen receptor like kinase 5
AT1G50620	AT1G50620	NA
AT1G50630	AT1G50630	NA
AT1G50640	AT1G50640:ERF3	ATERF3;ERF3:ethylene responsive element binding factor 3
AT1G50650	AT1G50650	NA
AT1G50660	AT1G50660	NA
AT1G50670	AT1G50670	NA
AT1G50680	AT1G50680	NA
AT1G50690	AT1G50690	NA
AT1G50691	AT1G50691	NA
AT1G50700	AT1G50700:CPK33	CPK33:calcium-dependent protein kinase 33
AT1G50710	AT1G50710	AUG4:augmin subunit 4
AT1G50720	AT1G50720	NA
AT1G50730	AT1G50730	NA
AT1G50732	AT1G50732	NA
AT1G50740	AT1G50740:FAX5	NA
AT1G50750	AT1G50750	NA
AT1G50760	AT1G50760	NA
AT1G50770	AT1G50770	NA
AT1G50780	AT1G50780	NA
AT1G50790	AT1G50790	NA
AT1G50800	AT1G50800	NA
AT1G50820	AT1G50820	NA
AT1G50830	AT1G50830	NA
AT1G50840	AT1G50840:POLIA	POLGAMMA2:polymerase gamma 2;PolIA:polymerase I A
AT1G50870	AT1G50870	NA
AT1G50880	AT1G50880	NA
AT1G50890	AT1G50890:SP2L	NA
AT1G50900	AT1G50900:LTD	GDC1:Grana Deficient Chloroplast 1;LTD:LHCP translocation defect
AT1G50910	AT1G50910	NA
AT1G50920	AT1G50920	NA
AT1G50930	AT1G50930	NA
AT1G50940	AT1G50940:ETFA	ETFALPHA:electron transfer flavoprotein alpha
AT1G50950	AT1G50950	NA
AT1G50954	AT1G50954	NA
AT1G50960	AT1G50960:GA2OX7	ATGA2OX7:ARABIDOPSIS THALIANA GIBBERELLIN 2-OXIDASE 7;GA2OX7:gibberellin 2-oxidase 7
AT1G50970	AT1G50970	NA
AT1G50980	AT1G50980	NA
AT1G50990	AT1G50990	BSK11:brassinosteroid-signaling kinase 11
AT1G51000	AT1G51000	NA
AT1G51010	AT1G51010	NA
AT1G51020	AT1G51020	NA
AT1G51030	AT1G51030	NA
AT1G51035	AT1G51035	NA
AT1G51040	AT1G51040:PI4KA2	NA
AT1G51055	AT1G51055	NA
AT1G51060	AT1G51060:HTA10	HTA10:histone H2A 10
AT1G51070	AT1G51070:BHLH115	bHLH115:basic Helix-Loop-Helix 115
AT1G51080	AT1G51080	NA
AT1G51090	AT1G51090	NA
AT1G51100	AT1G51100	CRR41:CHLORORESPIRATORY REDUCTION 41
AT1G51110	AT1G51110:PAP12	NA
AT1G51120	AT1G51120	NA
AT1G51130	AT1G51130:NSE4A	NA
AT1G51140	AT1G51140:BHLH122	FBH3:FLOWERING BHLH 3
AT1G51150	AT1G51150:DEGP6	DEG6:degradation of periplasmic proteins 6;DegP6:DegP protease 6
AT1G51160	AT1G51160	NA
AT1G51170	AT1G51170:UNC	AGC2-3:AGC2 kinase 4;UCN:UNICORN
AT1G51172	AT1G51172	NA
AT1G51190	AT1G51190:PLT2	PLT2:PLETHORA 2
AT1G51200	AT1G51200:SAP2	NA
AT1G51210	AT1G51210	NA
AT1G51220	AT1G51220:WIP5	AtWIP5;WIP5:WIP domain protein 5
AT1G51230	AT1G51230	NA
AT1G51240	AT1G51240	NA
AT1G51250	AT1G51250	NA
AT1G51260	AT1G51260:LPAT3	LPAT3:lysophosphatidyl acyltransferase 3
AT1G51270	AT1G51270:PVA14	NA
AT1G51290	AT1G51290:FBX10	NA
AT1G51300	AT1G51300	NA
AT1G51310	AT1G51310	NA
AT1G51320	AT1G51320:FBX11	NA
AT1G51330	AT1G51330	NA
AT1G51340	AT1G51340:MATE	NA
AT1G51350	AT1G51350	NA
AT1G51355	AT1G51355	NA
AT1G51360	AT1G51360:ATDABB1	ATDABB1:DIMERIC A/B BARREL DOMAINS-PROTEIN 1;DABB1:dimeric A/B barrel domainS-protein 1
AT1G51370	AT1G51370	NA
AT1G51380	AT1G51380:RH34	NA
AT1G51390	AT1G51390:NIFU5	ATNFU1;NFU5:NFU domain protein 5
AT1G51400	AT1G51400	NA
AT1G51402	AT1G51402	NA
AT1G51405	AT1G51405	NA
AT1G51410	AT1G51410	NA
AT1G51420	AT1G51420:SPP1	ATSPP1:SUCROSE-PHOSPHATASE 1;SPP1:sucrose-phosphatase 1
AT1G51430	AT1G51430	NA
AT1G51440	AT1G51440	NA
AT1G51450	AT1G51450:TRO	ASH2R:ARABIDOPSIS Ash2 RELATIVE;TRO:TRAUCO
AT1G51460	AT1G51460:ABCG13	ABCG13:ATP-binding cassette G13
AT1G51470	AT1G51470:TGG5	BGLU35:beta glucosidase 35;TGG5:THIOGLUCOSIDE GLUCOHYDROLASE 5
AT1G51480	AT1G51480	NA
AT1G51490	AT1G51490:TGG6	BGLU36:beta glucosidase 36
AT1G51500	AT1G51500:ABCG12	ABCG12:ATP-binding cassette G12;AtABCG12;ATWBC12:ARABIDOPSIS THALIANA WHITE-BROWN COMPLEX 12;CER5:ECERIFERUM 5;D3;WBC12:WHITE-BROWN COMPLEX 12
AT1G51510	AT1G51510:Y14	Y14
AT1G51520	AT1G51520	NA
AT1G51530	AT1G51530	NA
AT1G51538	AT1G51538	NA
AT1G51540	AT1G51540	NA
AT1G51550	AT1G51550	NA
AT1G51560	AT1G51560	NA
AT1G51570	AT1G51570	NA
AT1G51580	AT1G51580	NA
AT1G51590	AT1G51590:MNS1	MANIB:ALPHA-MANNOSIDASE IB;MNS1:alpha-mannosidase 1
AT1G51600	AT1G51600:GATA28	GATA28:GATA TRANSCRIPTION FACTOR 28;TIFY2A;ZML2:ZIM-LIKE 2
AT1G51610	AT1G51610:MTPC4	NA
AT1G51620	AT1G51620	NA
AT1G51630	AT1G51630	AtMSR2;MSR2:Mannan Synthesis Related 2
AT1G51640	AT1G51640:ATEXO70G2	ATEXO70G2:exocyst subunit exo70 family protein G2;EXO70G2:exocyst subunit exo70 family protein G2
AT1G51650	AT1G51650	NA
AT1G51660	AT1G51660:MKK4	ATMEK4:ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4;ATMKK4:ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4;MKK4:mitogen-activated protein kinase kinase 4
AT1G51670	AT1G51670	NA
AT1G51680	AT1G51680:4CL1	4CL.1:4-COUMARATE:COA LIGASE 1;4CL1:4-coumarate:CoA ligase 1;AT4CL1:ARABIDOPSIS THALIANA 4-COUMARATE:COA LIGASE 1
AT1G51690	AT1G51690:PP2AB1	ATB ALPHA:protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;B ALPHA:protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
AT1G51700	AT1G51700:DOF1.7	ADOF1:DOF zinc finger protein 1;DOF1:DOF zinc finger protein 1
AT1G51710	AT1G51710:UBP6	ATUBP6;UBP6:ubiquitin-specific protease 6
AT1G51720	AT1G51720	NA
AT1G51730	AT1G51730	NA
AT1G51740	AT1G51740:SYP81	ATSYP81;ATUFE1:ARABIDOPSIS THALIANA ORTHOLOG OF YEAST UFE1 (UNKNOWN FUNCTION-ESSENTIAL 1);SYP81:syntaxin of plants 81;UFE1:ORTHOLOG OF YEAST UFE1 (UNKNOWN FUNCTION-ESSENTIAL 1)
AT1G51745	AT1G51745	NA
AT1G51760	AT1G51760:ILL4	IAR3:IAA-ALANINE RESISTANT 3;JR3:JASMONIC ACID RESPONSIVE 3
AT1G51770	AT1G51770	NA
AT1G51780	AT1G51780:ILL5	ILL5:IAA-leucine resistant (ILR)-like gene 5
AT1G51790	AT1G51790	NA
AT1G51800	AT1G51800	IOS1:IMPAIRED OOMYCETE SUSCEPTIBILITY 1
AT1G51805	AT1G51805	NA
AT1G51810	AT1G51810	NA
AT1G51820	AT1G51820	NA
AT1G51823	AT1G51823	NA
AT1G51830	AT1G51830	NA
AT1G51840	AT1G51840	NA
AT1G51850	AT1G51850	NA
AT1G51860	AT1G51860	NA
AT1G51870	AT1G51870	NA
AT1G51880	AT1G51880:RHS6	RHS6:root hair specific 6
AT1G51890	AT1G51890	NA
AT1G51900	AT1G51900	NA
AT1G51910	AT1G51910	NA
AT1G51913	AT1G51913	NA
AT1G51915	AT1G51915	NA
AT1G51920	AT1G51920	NA
AT1G51930	AT1G51930	NA
AT1G51940	AT1G51940:LYK3	LYK3:LysM-containing receptor-like kinase 3
AT1G51950	AT1G51950:IAA18	IAA18:indole-3-acetic acid inducible 18
AT1G51960	AT1G51960:IQD27	IQD27:IQ-domain 27
AT1G51965	AT1G51965:ABO5	ABO5:ABA Overly-Sensitive 5
AT1G51970	AT1G51970	NA
AT1G51980	AT1G51980	NA
AT1G51990	AT1G51990	NA
AT1G52000	AT1G52000:JAL5	NA
AT1G52030	AT1G52030:F-ATMBP	F-ATMBP;MBP1.2;MBP2:myrosinase-binding protein 2
AT1G52040	AT1G52040:MBP1	ATMBP;MBP1:myrosinase-binding protein 1
AT1G52050	AT1G52050:JAL8	NA
AT1G52060	AT1G52060:JAL9	NA
AT1G52070	AT1G52070:JAL10	NA
AT1G52080	AT1G52080:AR791	AR791
AT1G52100	AT1G52100	NA
AT1G52110	AT1G52110	NA
AT1G52120	AT1G52120:JAL12	NA
AT1G52130	AT1G52130:JAL13	NA
AT1G52140	AT1G52140	NA
AT1G52150	AT1G52150:ATHB-15	ATHB-15;ATHB15;CNA:CORONA;ICU4:INCURVATA 4
AT1G52155	AT1G52155	NA
AT1G52160	AT1G52160:TRZ3	TRZ3:tRNAse Z3
AT1G52180	AT1G52180	NA
AT1G52190	AT1G52190:NPF1.2	NA
AT1G52191	AT1G52191	NA
AT1G52200	AT1G52200:PCR8	NA
AT1G52220	AT1G52220:CURT1C	CURT1C:CURVATURE THYLAKOID 1C
AT1G52230	AT1G52230:PSAH2	PSAH-2:PHOTOSYSTEM I SUBUNIT H-2;PSAH2:photosystem I subunit H2;PSI-H
AT1G52240	AT1G52240:ATROPGEF11	ATROPGEF11;PIRF1:phytochrome interacting RopGEF 1;ROPGEF11:ROP (rho of plants) guanine nucleotide exchange factor 11
AT1G52260	AT1G52260:PDIL1-5	ATPDI3:ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 3;ATPDIL1-5:PDI-like 1-5;PDI3:PROTEIN DISULFIDE ISOMERASE 3;PDIL1-5:PDI-like 1-5
AT1G52270	AT1G52270	NA
AT1G52280	AT1G52280:RABG3D	AtRABG3d:RAB GTPase homolog G3D;RABG3d:RAB GTPase homolog G3D
AT1G52290	AT1G52290:PERK15	AtPERK15:proline-rich extensin-like receptor kinase 15;PERK15:proline-rich extensin-like receptor kinase 15
AT1G52300	AT1G52300:RPL37B	NA
AT1G52310	AT1G52310	NA
AT1G52315	AT1G52315	NA
AT1G52320	AT1G52320	NA
AT1G52325	AT1G52325	NA
AT1G52330	AT1G52330	NA
AT1G52340	AT1G52340:ABA2	ABA2:ABA DEFICIENT 2;ATABA2:ARABIDOPSIS THALIANA ABA DEFICIENT 2;ATSDR1:SHORT-CHAIN DEHYDROGENASE/REDUCTASE 1;GIN1:GLUCOSE INSENSITIVE 1;ISI4:IMPAIRED SUCROSE INDUCTION 4;SDR1:SHORT-CHAIN DEHYDROGENASE REDUCTASE 1;SIS4:SUGAR-INSENSITIVE 4;SRE1:SALT RESISTANT 1
AT1G52342	AT1G52342	NA
AT1G52343	AT1G52343	NA
AT1G52360	AT1G52360	NA
AT1G52370	AT1G52370	NA
AT1G52380	AT1G52380:NUP50A	NA
AT1G52390	AT1G52390	NA
AT1G52400	AT1G52400:BGLU18	ATBG1:A. THALIANA BETA-GLUCOSIDASE 1;BGL1:BETA-GLUCOSIDASE HOMOLOG 1;BGLU18:beta glucosidase 18
AT1G52410	AT1G52410:TSA1	TSA1:TSK-associating protein 1
AT1G52415	AT1G52415	NA
AT1G52420	AT1G52420	NA
AT1G52430	AT1G52430	NA
AT1G52440	AT1G52440	NA
AT1G52450	AT1G52450	NA
AT1G52460	AT1G52460	NA
AT1G52470	AT1G52470	NA
AT1G52490	AT1G52490	NA
AT1G52500	AT1G52500:FPG1	ATFPG-1:A. THALIANA FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 1;ATFPG-2:FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 2;ATMMH-1:MUTM homolog-1;ATMMH-2;FPG-1:FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 1;FPG-2:FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 2;MMH:MUTM homolog;MMH-1:MUTM homolog-1;MMH-2
AT1G52510	AT1G52510	NA
AT1G52520	AT1G52520:FRS6	FRS6:FAR1-related sequence 6
AT1G52530	AT1G52530	NA
AT1G52540	AT1G52540	NA
AT1G52550	AT1G52550	NA
AT1G52560	AT1G52560:HSP26.5	NA
AT1G52565	AT1G52565	NA
AT1G52570	AT1G52570:PLDALPHA2	PLDALPHA2:phospholipase D alpha 2
AT1G52580	AT1G52580:ATRBL5	ATRBL5:RHOMBOID-like protein 5;RBL5:RHOMBOID-like protein 5
AT1G52590	AT1G52590	NA
AT1G52600	AT1G52600	NA
AT1G52618	AT1G52618	NA
AT1G52620	AT1G52620	NA
AT1G52630	AT1G52630	NA
AT1G52640	AT1G52640	NA
AT1G52650	AT1G52650	NA
AT1G52660	AT1G52660	NA
AT1G52670	AT1G52670	NA
AT1G52680	AT1G52680	NA
AT1G52690	AT1G52690	LEA7:LATE EMBRYOGENESIS ABUNDANT 7
AT1G52695	AT1G52695	NA
AT1G52700	AT1G52700	NA
AT1G52710	AT1G52710	NA
AT1G52720	AT1G52720	NA
AT1G52730	AT1G52730	NA
AT1G52740	AT1G52740:HTA9	HTA9:histone H2A protein 9
AT1G52750	AT1G52750	NA
AT1G52760	AT1G52760:CSE	LysoPL2:lysophospholipase 2
AT1G52770	AT1G52770	NA
AT1G52780	AT1G52780	NA
AT1G52790	AT1G52790	NA
AT1G52800	AT1G52800	NA
AT1G52810	AT1G52810	NA
AT1G52820	AT1G52820	NA
AT1G52825	AT1G52825	NA
AT1G52827	AT1G52827:CDT1	ATCDT1;CDT1:CADMIUM TOLERANCE 1
AT1G52830	AT1G52830:IAA6	IAA6:indole-3-acetic acid 6;SHY1:SHORT HYPOCOTYL 1
AT1G52857	AT1G52857	NA
AT1G52855	AT1G52855	NA
AT1G52870	AT1G52870	NA
AT1G52880	AT1G52880:NAC018	ANAC018:Arabidopsis NAC domain containing protein 18;ATNAM;NAM:NO APICAL MERISTEM;NARS2:NAC-REGULATED SEED MORPHOLOGY 2
AT1G52890	AT1G52890:NAC019	ANAC019:NAC domain containing protein 19;NAC019:NAC domain containing protein 19
AT1G52900	AT1G52900	NA
AT1G52905	AT1G52905	NA
AT1G52910	AT1G52910	NA
AT1G52920	AT1G52920:GCR2	GCR2:G-PROTEIN COUPLED RECEPTOR 2;GPCR:G protein coupled receptor
AT1G52930	AT1G52930	NA
AT1G52940	AT1G52940:PAP5	ATPAP5;PAP5:purple acid phosphatase 5
AT1G52950	AT1G52950	NA
AT1G52970	AT1G52970:DD11	DD11:downregulated in DIF1 11
AT1G52980	AT1G52980:NUG2	AtNug2:nuclear/nucleolar GTPase 2;Nug2:nuclear/nucleolar GTPase 2
AT1G52990	AT1G52990	NA
AT1G53000	AT1G53000:KDSB	AtCKS;CKS:CMP-KDO synthetase;KDSB
AT1G53010	AT1G53010:ATL19	NA
AT1G53023	AT1G53023:UBC39	NA
AT1G53025	AT1G53025:UBC26	NA
AT1G53030	AT1G53030:COX17-2	NA
AT1G53035	AT1G53035	NA
AT1G53039	AT1G53039	NA
AT1G53040	AT1G53040	NA
AT1G53050	AT1G53050	NA
AT1G53060	AT1G53060	NA
AT1G53070	AT1G53070	NA
AT1G53080	AT1G53080	NA
AT1G53090	AT1G53090:SPA4	SPA4:SPA1-related 4
AT1G53100	AT1G53100	NA
AT1G53110	AT1G53110:PPI4	NA
AT1G53120	AT1G53120	NA
AT1G53130	AT1G53130:GRI	GRI:GRIM REAPER
AT1G53140	AT1G53140:DRP5A	DRP5A:Dynamin related protein 5A
AT1G53160	AT1G53160:SPL4	FTM6:FLORAL TRANSITION AT THE MERISTEM6;SPL4:squamosa promoter binding protein-like 4
AT1G53163	AT1G53163	NA
AT1G53170	AT1G53170:ERF8	ATERF-8;ATERF8:ETHYLENE RESPONSE ELEMENT BINDING FACTOR 4;ERF8:ethylene response factor 8
AT1G53180	AT1G53180	NA
AT1G53190	AT1G53190	NA
AT1G53200	AT1G53200	NA
AT1G53210	AT1G53210	AtNCL;NCL:Na+/Ca2+ exchanger
AT1G53230	AT1G53230:TCP3	TCP3:TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 3
AT1G53240	AT1G53240:mMDH1	mMDH1:mitochondrial malate dehydrogenase 1
AT1G53250	AT1G53250	NA
AT1G53260	AT1G53260	NA
AT1G53265	AT1G53265	NA
AT1G53270	AT1G53270:ABCG10	ABCG10:ATP-binding cassette G10
AT1G53280	AT1G53280:DJ1B	AtDJ1B:DJ-1 homolog B;DJ-1b;DJ1B:DJ-1 homolog B
AT1G53282	AT1G53282	NA
AT1G53285	AT1G53285	NA
AT1G53290	AT1G53290:B3GALT14	NA
AT1G53300	AT1G53300:TTL1	TTL1:tetratricopeptide-repeat thioredoxin-like 1
AT1G53310	AT1G53310:PPC1	ATPEPC1;ATPPC1:phosphoenolpyruvate carboxylase 1;PEPC1:PEP(PHOSPHOENOLPYRUVATE) CARBOXYLASE 1;PPC1:phosphoenolpyruvate carboxylase 1
AT1G53320	AT1G53320:TULP7	AtTLP7:tubby like protein 7;TLP7:tubby like protein 7
AT1G53325	AT1G53325	NA
AT1G53330	AT1G53330	NA
AT1G53340	AT1G53340	NA
AT1G53345	AT1G53345	NA
AT1G53350	AT1G53350:RPP8L2	NA
AT1G53360	AT1G53360	NA
AT1G53366	AT1G53366	NA
AT1G53370	AT1G53370	NA
AT1G53380	AT1G53380	NA
AT1G53390	AT1G53390:ABCG24	ABCG24:ATP-binding cassette G24
AT1G53400	AT1G53400	NA
AT1G53420	AT1G53420	NA
AT1G53430	AT1G53430	NA
AT1G53440	AT1G53440	NA
AT1G53450	AT1G53450	NA
AT1G53460	AT1G53460	NA
AT1G53470	AT1G53470:MSL4	MSL4:mechanosensitive channel of small conductance-like 4
AT1G53480	AT1G53480:MRD1	ATMRD1:ARABIDOPSIS MTO 1 RESPONDING DOWN 1;MRD1:MTO 1 RESPONDING DOWN 1
AT1G53490	AT1G53490:HEI10	HEI10:homolog of human HEI10 ( Enhancer of cell Invasion No.10)
AT1G53500	AT1G53500:RHM2	ATMUM4:ARABIDOPSIS THALIANA MUCILAGE-MODIFIED 4;ATRHM2:ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 2;MUM4:MUCILAGE-MODIFIED 4;RHM2:RHAMNOSE BIOSYNTHESIS 2
AT1G53510	AT1G53510:MPK18	ATMPK18:ARABIDOPSIS THALIANA MAP KINASE 18;MPK18:mitogen-activated protein kinase 18
